-10	148.217830	1
-5	141.005771	1
0	108.335973	1
-10	1.000000	1
-5	4.104541	1
0	1.000000	1
-10	2.115287	1
-5	1.000000	1
0	1.000000	1
-10	134.164505	1
-5	152.746491	1
0	181.637008	1
-10	140.788709	1
-5	614.307522	1
0	188.357322	1
-10	138.158579	1
-5	163.011015	1
0	194.219500	1
-10	90.385388	1
-5	93.326559	1
0	107.803721	1
-10	35.329360	1
-5	43.428731	1
0	60.914885	1
-10	476.568529	1
-5	531.725739	1
0	446.451852	1
-10	130.031044	1
-5	210.039112	1
0	371.723353	1
-10	68.807956	1
-5	97.048160	1
0	87.472610	1
-10	180.561142	1
-5	244.010016	1
0	298.796798	1
-10	6.000206	1
-5	11.491486	1
0	23.694270	1
-10	21.098873	1
-5	56.972031	1
0	48.918319	1
-10	24.463664	1
-5	15.277303	1
0	16.591784	1
-10	48.001937	1
-5	24.404084	1
0	77.404043	1
-10	58.951437	1
-5	106.787219	1
0	100.924015	1
-10	14.000536	1
-5	15.526673	1
0	17.642465	1
-10	44.997147	1
-5	54.203165	1
0	67.033110	1
-10	2.000041	1
-5	3.421112	1
0	4.025903	1
-10	27.001072	1
-5	26.825197	1
0	30.502551	1
-10	19.000742	1
-5	17.140748	1
0	47.901492	1
-10	47.167071	1
-5	61.021131	1
0	141.425513	1
-10	11.254847	1
-5	12.173173	1
0	6.710921	1
-10	9.000330	1
-5	17.947785	1
0	3.269427	1
-10	34.145589	1
-5	49.637813	1
0	68.404246	1
-10	6.586587	1
-5	5.759101	1
0	7.236714	1
-10	248.408149	1
-5	1117.600009	1
0	1004.574330	1
-10	8.302395	1
-5	5.002007	1
0	1.720605	1
-10	127.815307	1
-5	227.374253	1
0	109.054180	1
-10	5.139388	1
-5	5.680850	1
0	6.834979	1
-10	57.916590	1
-5	12.234041	1
0	12.669958	1
-10	12.054380	1
-5	10.328672	1
0	21.328984	1
-10	3.563712	1
-5	4.351952	1
0	2.903640	1
-10	26.123591	1
-5	23.897649	1
0	17.698808	1
-10	29.200829	1
-5	98.206609	1
0	104.748401	1
-10	1.000000	1
-5	6.024718	1
0	8.632550	1
-10	31.764541	1
-5	51.279281	1
0	13.373663	1
-10	29.975718	1
-5	30.021273	1
0	68.831631	1
-10	37.871472	1
-5	61.916493	1
0	46.995763	1
-10	108.449530	1
-5	184.091805	1
0	759.076549	1
-10	2.117317	1
-5	1.000000	1
0	1.000000	1
-10	1.000000	1
-5	5.139388	1
0	1.936170	1
-10	2.183771	1
-5	4.104541	1
0	5.680850	1
-10	1.000000	1
-5	2.034847	1
0	6.617021	1
-10	9.286397	1
-5	6.174235	1
0	6.617021	1
-10	2.000041	1
-5	1.807037	1
0	1.756476	1
-10	2.294034	1
-5	2.043199	1
0	4.001505	1
-10	6.127423	1
-5	8.821221	1
0	7.662741	1
-10	41.197746	1
-5	74.781313	1
0	13.342597	1
-10	9.286397	1
-5	5.139388	1
0	4.744680	1
-10	6.024718	1
-5	12.024794	1
0	40.931933	1
-10	2.117317	1
-5	1.951820	1
0	3.338768	1
-10	7.209083	1
-5	9.425531	1
0	9.023096	1
-10	9.278777	1
-5	7.553191	1
0	22.151799	1
-10	2.004944	1
-5	1.848061	1
0	1.726035	1
-10	7.691720	1
-5	8.000289	1
0	9.877411	1
-10	12.536703	1
-5	8.821221	1
0	13.373663	1
-10	1.000000	1
-5	1.000000	1
0	1.720605	1
-10	24.292607	1
-5	20.820787	1
0	10.004515	1
-10	1.000000	1
-5	1.000000	1
0	3.421112	1
-10	1.000000	1
-5	1.000000	1
0	3.421112	1
-10	40.106107	1
-5	51.446470	1
0	36.081514	1
-10	1.000000	1
-5	1.000000	1
0	3.808510	1
-10	27.918973	1
-5	33.402203	1
0	5.759101	1
-10	2.034847	1
-5	7.553191	1
0	13.399330	1
-10	1.000000	1
-5	2.872340	1
0	3.917489	1
-10	42.001690	1
-5	47.001131	1
0	11.590659	1
-10	1.000000	1
-5	1.000000	1
0	1.000000	1
-10	1.000000	1
-5	1.000000	1
0	7.564351	1
-10	1.000000	1
-5	1.000000	1
0	1.000000	1
-10	1.000000	1
-5	1.000000	1
0	1.779589	1
-10	2.000041	1
-5	3.421112	1
0	10.077708	1
-10	11.000412	1
-5	9.070374	1
0	10.077708	1
-10	310.274066	1
-5	342.126179	1
0	536.268392	1
-10	185.587246	1
-5	235.636642	1
0	295.112441	1
-10	179.177967	1
-5	205.469074	1
0	50.494650	1
-10	2.294034	1
-5	2.043199	1
0	2.000502	1
-10	6.215997	1
-5	23.011037	1
0	82.428375	1
-10	1.000000	1
-5	6.936427	1
0	12.616562	1
-10	21.075159	1
-5	43.001731	1
0	118.020422	1
-10	3.230573	1
-5	6.000206	1
0	5.035187	1
-10	8.000289	1
-5	8.263337	1
0	8.564757	1
-10	69.002803	1
-5	83.317814	1
0	91.020605	1
-10	274.742749	1
-5	181.845837	1
0	224.742101	1
-10	1.000000	1
-5	1.000000	1
0	1.951820	1
-10	84.646495	1
-5	72.002927	1
0	87.353001	1
-10	30.594276	1
-5	4.104541	1
0	7.553191	1
-10	450.123636	1
-5	338.021230	1
0	122.075814	1
-10	126.521273	1
-5	91.758341	1
0	64.031605	1
-10	44.799529	1
-5	87.927155	1
0	124.574451	1
-10	88.599058	1
-5	106.554403	1
0	176.063806	1
-10	102.021349	1
-5	136.667393	1
0	168.916092	1
-10	83.653831	1
-5	114.558632	1
0	184.181191	1
-10	33.143156	1
-5	41.197746	1
0	62.060397	1
-10	102.021349	1
-5	115.563576	1
0	118.880489	1
-10	254.537537	1
-5	799.553082	1
0	712.867436	1
-10	133.031155	1
-5	185.357362	1
0	101.892941	1
-10	321.463969	1
-5	442.340351	1
0	532.115670	1
-10	478.019661	1
-5	378.693500	1
0	331.579868	1
-10	43.458059	1
-5	70.482874	1
0	64.146725	1
-10	62.452454	1
-5	84.760177	1
0	252.027724	1
-10	129.321039	1
-5	91.808498	1
0	81.960333	1
-10	139.669510	1
-5	178.872316	1
0	145.415730	1
-10	45.692694	1
-5	56.205571	1
0	61.028369	1
-10	157.006430	1
-5	63.141879	1
0	56.979200	1
-10	19.367518	1
-5	26.123591	1
0	28.137954	1
-10	64.138343	1
-5	52.252126	1
0	117.184367	1
-10	92.837590	1
-5	101.494365	1
0	68.844886	1
-10	58.398494	1
-5	72.350999	1
0	64.604580	1
-10	46.918795	1
-5	42.202690	1
0	63.756519	1
-10	3.295940	1
-5	6.024718	1
0	6.936427	1
-10	622.479800	1
-5	629.152183	1
0	613.255235	1
-10	22.229030	1
-5	24.795505	1
0	44.656995	1
-10	21.663458	1
-5	17.079098	1
0	42.554992	1
-10	12.479699	1
-5	7.029662	1
0	10.328672	1
-10	76.053957	1
-5	66.721557	1
0	64.031605	1
-10	144.567858	1
-5	178.653458	1
0	234.195948	1
-10	166.727947	1
-5	284.548102	1
0	269.680814	1
-10	168.923120	1
-5	157.424428	1
0	206.593163	1
-10	81.230092	1
-5	62.548760	1
0	91.045150	1
-10	59.419162	1
-5	89.044147	1
0	145.841622	1
-10	110.497100	1
-5	180.894017	1
0	296.464308	1
-10	130.005317	1
-5	224.549358	1
0	330.823393	1
-10	81.357891	1
-5	124.608069	1
0	196.902107	1
