-10	3274.905381
-10	3221.444140
-10	2695.111043
-10	2633.931965
-10	2524.413501
-10	2512.719504
-10	2250.159814
-10	1955.830208
-10	1915.947083
-10	1867.382153
-10	1854.116088
-10	1853.601691
-10	1853.601691
-10	1764.818862
-10	1754.578836
-10	1634.517958
-10	1413.491883
-10	1413.491883
-10	1334.130109
-10	1317.476179
-10	1251.036600
-10	1238.677118
-10	1169.382025
-10	1132.898296
-10	1127.751313
-10	1127.439460
-10	1110.496123
-10	1109.805331
-10	1071.129028
-10	1009.773745
-10	976.492320
-10	954.962965
-10	952.954378
-10	951.837060
-10	944.052188
-10	889.528683
-10	872.341249
-10	842.861854
-10	811.989524
-10	797.920313
-10	779.470043
-10	771.395380
-10	752.298986
-10	699.424919
-10	673.027699
-10	648.826779
-10	637.664604
-10	637.351587
-10	636.800514
-10	633.133740
-10	622.479800
-10	617.572675
-10	605.907006
-10	600.137625
-10	598.804379
-10	593.217414
-10	583.415356
-10	583.020726
-10	576.312729
-10	559.889161
-10	547.082241
-10	541.983369
-10	538.085639
-10	530.259803
-10	523.043032
-10	517.541035
-10	513.742350
-10	507.333070
-10	507.040226
-10	499.533108
-10	498.606077
-10	497.000069
-10	485.044486
-10	484.377895
-10	483.238743
-10	482.019826
-10	478.019661
-10	476.568529
-10	476.568529
-10	476.568529
-10	472.722962
-10	466.681190
-10	457.793913
-10	455.748159
-10	450.832998
-10	450.123636
-10	449.649556
-10	443.457668
-10	435.636447
-10	416.193330
-10	411.973215
-10	410.310180
-10	408.620630
-10	408.217241
-10	406.066456
-10	405.016652
-10	404.738529
-10	402.116927
-10	400.450976
-10	395.680293
-10	389.826436
-10	389.013817
-10	379.147483
-10	376.255422
-10	369.405564
-10	366.054420
-10	365.601483
-10	363.765212
-10	354.740164
-10	352.580001
-10	351.837646
-10	348.708622
-10	339.409951
-10	336.007207
-10	334.641291
-10	329.491299
-10	324.907139
-10	324.169496
-10	321.920369
-10	321.670078
-10	321.463969
-10	321.463969
-10	315.002996
-10	310.274066
-10	305.212017
-10	302.675683
-10	302.236130
-10	299.921796
-10	298.206414
-10	295.435661
-10	289.840136
-10	281.726436
-10	281.726436
-10	281.726436
-10	279.534219
-10	279.534219
-10	279.162725
-10	274.742749
-10	274.451112
-10	274.011253
-10	273.129929
-10	269.156163
-10	268.315010
-10	263.780454
-10	262.613402
-10	262.452259
-10	261.977063
-10	261.216742
-10	260.275461
-10	258.653031
-10	254.630614
-10	254.537537
-10	253.525607
-10	253.502690
-10	253.454236
-10	252.243751
-10	251.367837
-10	250.748513
-10	250.324638
-10	249.680040
-10	249.221081
-10	248.408149
-10	246.665553
-10	245.517583
-10	245.247764
-10	241.690277
-10	240.786618
-10	239.671331
-10	238.937981
-10	238.143337
-10	237.808176
-10	237.161757
-10	236.945136
-10	236.861481
-10	236.861481
-10	234.094898
-10	233.015913
-10	231.547050
-10	228.518465
-10	226.002095
-10	225.580786
-10	223.346152
-10	222.558186
-10	220.387583
-10	218.813873
-10	217.759565
-10	217.633643
-10	217.633643
-10	215.809602
-10	215.809602
-10	214.522397
-10	214.522397
-10	213.043110
-10	212.895018
-10	212.895018
-10	211.927501
-10	206.751366
-10	206.008504
-10	203.533228
-10	201.575231
-10	198.973899
-10	198.405805
-10	197.693130
-10	196.399096
-10	194.560237
-10	193.811028
-10	192.446711
-10	191.905476
-10	190.862277
-10	189.432813
-10	189.432813
-10	189.432813
-10	185.823150
-10	185.646280
-10	185.587246
-10	185.587246
-10	184.752792
-10	184.240044
-10	184.240044
-10	184.167935
-10	183.458758
-10	183.300741
-10	181.231270
-10	181.231270
-10	181.063393
-10	180.884913
-10	180.884913
-10	180.561142
-10	180.459822
-10	179.749428
-10	179.177967
-10	178.875026
-10	178.875026
-10	178.875026
